GeneID,GeneSymbol,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,All_samples
ENSG00000073754,CD5L,0,0.00694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119904076738609
ENSG00000077312,SNRPA,0,0,0,0.00813008130081301,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119904076738609
ENSG00000117450,PRDX1,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119904076738609
ENSG00000244038,DDOST,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119904076738609
ENSG00000174501,ANKRD36C,0.00165700082850041,0.00131276665572694,0,0.00274725274725275,0.00152091254752852,0.000714285714285714,0.00571428571428571,0,0.00413223140495868,0.00367647058823529,0.00145560407569141,0,0,0,0.00156739811912226,0,0,0.00271739130434783,0,0,0,0.00198807157057654,0,0,0.00119848806121508
ENSG00000132879,FBXO44,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0.00119760479041916
ENSG00000226124,FTCDNL1,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119760479041916
ENSG00000014216,CAPN1,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011968880909635
ENSG00000254709,IGLL5,0,0,0,0,0.00105988341282459,0,0,0,0,0,0,0,0.00140646976090014,0.0111940298507463,0.0020703933747412,0,0.00099601593625498,0,0,0,0.00255427841634738,0.00234192037470726,0,0,0.00119552222584502
ENSG00000122033,MTIF3,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001194743130227
ENSG00000113141,IK,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119331742243437
ENSG00000125656,CLPP,0,0.00588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119047619047619
ENSG00000176871,WSB2,0.00186567164179104,0.00237529691211401,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119000396667989
ENSG00000136935,GOLGA1,0.00429184549356223,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118483412322275
ENSG00000137413,TAF8,0,0.003584229390681,0,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118273211117682
ENSG00000239264,TXNDC5,0.00336700336700337,0,0,0,0.00432900432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118203309692671
ENSG00000007080,CCDC124,0,0,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118063754427391
ENSG00000130741,EIF2S3,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118063754427391
ENSG00000041802,LSG1,0,0.00205338809034908,0,0,0,0.0072463768115942,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0.00117970900511207
ENSG00000204577,LILRB3,0,0,0,0,0,0,0,0,0,0,0,0.0465116279069768,0,0,0,0,0,0,0,0,0,0,0,0,0.00117924528301887
ENSG00000135451,TROAP,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117785630153121
ENSG00000004939,SLC4A1,0,0.00321543408360129,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117508813160987
ENSG00000168228,ZCCHC4,0.00192307692307692,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0.00117508813160987
ENSG00000141959,PFKL,0.00197628458498024,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117370892018779
ENSG00000196123,KIAA0895L,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117370892018779
ENSG00000100330,MTMR3,0.000819672131147541,0,0.0036697247706422,0.00228310502283105,0.00274725274725275,0,0,0,0,0,0,0,0,0.00847457627118644,0,0,0,0,0,0.0114942528735632,0,0,0,0,0.00117096018735363
ENSG00000225830,ERCC6,0,0.0016366612111293,0,0,0,0,0,0,0.010989010989011,0,0.0102040816326531,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0.0011648223645894
ENSG00000101255,TRIB3,0,0.00392156862745098,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116211504938989
ENSG00000243989,ACY1,0,0.00625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116009280742459
ENSG00000130560,UBAC1,0,0,0.00588235294117647,0,0.00833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115874855156431
ENSG00000143633,C1orf131,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115874855156431
ENSG00000244687,UBE2V1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0,0,0.0333333333333333,0,0,0,0,0,0,0.00115740740740741
ENSG00000103932,RPAP1,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115673799884326
ENSG00000064490,RFXANK,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115473441108545
ENSG00000178295,GEN1,0.00279329608938548,0,0,0,0,0,0,0,0,0,0,0.0212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0.00115473441108545
ENSG00000174371,EXO1,0,0.00216450216450216,0.00340136054421769,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115384615384615
ENSG00000130023,ERMARD,0,0.00314465408805031,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115273775216138
ENSG00000064933,PMS1,0,0.00124688279301746,0,0.00303951367781155,0,0,0,0,0,0,0.00909090909090909,0,0.0113636363636364,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0.00115207373271889
ENSG00000168538,TRAPPC11,0.00191204588910134,0.00228310502283105,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115118956254797
ENSG00000175087,PDIK1L,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115074798619102
ENSG00000159674,SPON2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0.00114810562571757
ENSG00000124614,RPS10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0.00114678899082569
ENSG00000166523,CLEC4E,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0.00114678899082569
ENSG00000091009,RBM27,0,0.00155763239875389,0.00297619047619048,0,0,0,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114646030381198
ENSG00000163913,IFT122,0.00151057401812689,0.00150829562594269,0,0,0,0.0050761421319797,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114613180515759
ENSG00000166526,ZNF3,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011441647597254
ENSG00000172725,CORO1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0.00114155251141553
ENSG00000188739,RBM34,0.00157977883096367,0.00159235668789809,0,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0.00114155251141553
ENSG00000152359,POC5,0,0,0,0,0.0102564102564103,0,0,0,0,0,0,0,0.0166666666666667,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0.00114025085518814
ENSG00000167315,ACAA2,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0.00114025085518814
ENSG00000169220,RGS14,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114025085518814
ENSG00000132906,CASP9,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113960113960114
ENSG00000145907,G3BP1,0.00298507462686567,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113700966458215
ENSG00000100522,GNPNAT1,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113636363636364
ENSG00000135821,GLUL,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113636363636364
ENSG00000133063,CHIT1,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113507377979569
ENSG00000185298,CCDC137,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113507377979569
ENSG00000140678,ITGAX,0.00554016620498615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113442994895065
ENSG00000105671,DDX49,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.00113378684807256
ENSG00000185262,UBALD2,0,0,0,0,0.0212765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113378684807256
ENSG00000064012,CASP8,0,0,0,0,0,0,0,0,0,0,0.0204081632653061,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0.00113314447592068
ENSG00000111666,CHPT1,0,0,0,0.00775193798449612,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113250283125708
ENSG00000131966,ACTR10,0,0.00307692307692308,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113250283125708
ENSG00000132600,PRMT7,0.00195694716242661,0.00213219616204691,0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001131648434553
ENSG00000154814,OXNAD1,0,0,0.00657894736842105,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113058224985868
ENSG00000156261,CCT8,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112994350282486
ENSG00000198081,ZBTB14,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112994350282486
ENSG00000149930,TAOK2,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112866817155756
ENSG00000166197,NOLC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0.00112866817155756
ENSG00000122299,ZC3H7A,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.00112739571589628
ENSG00000130208,APOC1,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112739571589628
ENSG00000144802,NFKBIZ,0,0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112739571589628
ENSG00000173391,OLR1,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112739571589628
ENSG00000150337,FCGR1A,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112612612612613
ENSG00000134294,SLC38A2,0,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112485939257593
ENSG00000168614,NBPF9,0.00185185185185185,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0.00112275449101796
ENSG00000105438,KDELR1,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112233445566779
ENSG00000004975,DVL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.00111982082866741
ENSG00000117155,SSX2IP,0.00269541778975741,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111982082866741
ENSG00000165819,METTL3,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111856823266219
ENSG00000081721,DUSP12,0,0,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111234705228031
ENSG00000086189,DIMT1,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111111111111111
ENSG00000241945,PWP2,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110132158590308
ENSG00000135372,NAT10,0,0.00309597523219814,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110071546505228
ENSG00000055211,GINM1,0,0.00289017341040462,0,0,0.00900900900900901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109950522264981
ENSG00000171566,PLRG1,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109769484083425
ENSG00000146425,DYNLT1,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109409190371991
ENSG00000162144,CYB561A3,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109409190371991
ENSG00000115267,IFIH1,0.00141043723554302,0.00350877192982456,0,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109349371241115
ENSG00000175137,SH3BP5L,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109289617486339
ENSG00000185787,MORF4L1,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0.00109229929000546
ENSG00000093010,COMT,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.0010911074740862
ENSG00000101347,SAMHD1,0,0,0.0040650406504065,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109011627906977
ENSG00000186501,TMEM222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0.00108813928182807
ENSG00000110324,IL10RA,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108695652173913
ENSG00000164442,CITED2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0.00108695652173913
ENSG00000198546,ZNF511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.00108459869848156
ENSG00000124608,AARS2,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108108108108108
ENSG00000130313,PGLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.00107991360691145
ENSG00000144381,HSPD1,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107874865156419
ENSG00000002549,LAP3,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107816711590297
ENSG00000070495,JMJD6,0.00613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107642626480086
ENSG00000196712,NF1,0.00252161383285303,0.00124120810922631,0,0,0,0.00292825768667643,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0.00107611736853433
ENSG00000087253,LPCAT2,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0.0181818181818182,0,0,0,0,0.00107565435640014
ENSG00000173418,NAA20,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010752688172043
ENSG00000076513,ANKRD13A,0,0,0,0.00719424460431655,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107469102632993
ENSG00000121742,GJB6,0,0.00268817204301075,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107469102632993
ENSG00000116977,LGALS8,0,0,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.00107353730542136
ENSG00000115204,MPV17,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107296137339056
ENSG00000138413,IDH1,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107181136120043
ENSG00000162645,GBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0.00106951871657754
ENSG00000138495,COX17,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106837606837607
ENSG00000115073,ACTR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0.00106609808102345
ENSG00000132589,FLOT2,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106609808102345
ENSG00000174886,NDUFA11,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106609808102345
ENSG00000112110,MRPL18,0,0,0,0.0175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106496272630458
ENSG00000154144,TBRG1,0,0,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106496272630458
ENSG00000165516,KLHDC2,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106382978723404
ENSG00000141552,ANAPC11,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106269925611052
ENSG00000172594,SMPDL3A,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106269925611052
ENSG00000198824,CHAMP1,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106269925611052
ENSG00000068697,LAPTM4A,0,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106157112526539
ENSG00000275835,TUBGCP5,0,0.00199600798403194,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.0010611956137248
ENSG00000119929,CUTC,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106044538706257
ENSG00000213782,DDX47,0,0,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106044538706257
ENSG00000112658,SRF,0,0,0.0102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105820105820106
ENSG00000173660,UQCRH,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105820105820106
ENSG00000168404,MLKL,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0,0.00105708245243129
ENSG00000086548,CEACAM6,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105596620908131
ENSG00000111727,HCFC2,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0.00105263157894737
ENSG00000149923,PPP4C,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105263157894737
ENSG00000219481,NBPF1,0.00102960102960103,0.0013728720483251,0.0011968880909635,0,0.00178094390026714,0.00100603621730382,0,0.00209643605870021,0,0.005,0.00393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0.00105124835742444
ENSG00000257218,GATC,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104931794333683
ENSG00000270617,URGCP-MRPS24,0,0.00584795321637427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104931794333683
ENSG00000105607,GCDH,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010482180293501
ENSG00000117691,NENF,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010482180293501
ENSG00000083444,PLOD1,0,0.00202429149797571,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104602510460251
ENSG00000181625,SLX1B,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104602510460251
ENSG00000125962,ARMCX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0.00104493207941484
ENSG00000131876,SNRPA1,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104493207941484
ENSG00000164691,TAGAP,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104493207941484
ENSG00000130811,EIF3G,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104275286757039
ENSG00000132017,DCAF15,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104275286757039
ENSG00000075624,ACTB,0,0,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104166666666667
ENSG00000115486,GGCX,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104166666666667
ENSG00000167895,TMC8,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104166666666667
ENSG00000146859,TMEM140,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104058272632674
ENSG00000151353,TMEM18,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104058272632674
ENSG00000167261,DPEP2,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104058272632674
ENSG00000100429,HDAC10,0.00512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103734439834025
ENSG00000101166,PRELID3B,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103626943005181
ENSG00000103168,TAF1C,0,0,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103626943005181
ENSG00000115053,NCL,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010351966873706
ENSG00000169100,SLC25A6,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103252452245741
ENSG00000185049,NELFA,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0.00103145951521403
ENSG00000241399,CD302,0,0.00277777777777778,0,0.00704225352112676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103145951521403
ENSG00000196177,ACADSB,0,0,0.00584795321637427,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103039670273055
ENSG00000048140,TSPAN17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0.00102880658436214
ENSG00000085721,RRN3,0,0,0,0,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0,0,0,0,0.00102827763496144
ENSG00000107798,LIPA,0,0,0,0,0,0,0,0,0.0158730158730159,0,0,0.0142857142857143,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0.00102774922918808
ENSG00000171311,EXOSC1,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102774922918808
ENSG00000171067,C11orf24,0,0.00546448087431694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102669404517454
ENSG00000172375,C2CD2L,0.00485436893203884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102669404517454
ENSG00000153165,RGPD3,0,0,0,0.00251889168765743,0.00527704485488127,0,0,0,0,0,0,0,0,0,0,0.00806451612903226,0,0,0,0.0105263157894737,0.0117647058823529,0,0,0,0.00102581637886818
ENSG00000174837,ADGRE1,0.00168350168350168,0,0.004149377593361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0.00102564102564103
ENSG00000156873,PHKG2,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102354145342886
