GeneID,GeneSymbol,Entity,Study group,Method,Metric,Value
ENSG00000168679,SLC16A4,MCL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000168679,SLC16A4,MCL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000168679,SLC16A4,MZL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000168679,SLC16A4,MZL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000168679,SLC16A4,MZL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000168679,SLC16A4,MZL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000168679,SLC16A4,MZL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000147255,IGSF1,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000147255,IGSF1,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000147255,IGSF1,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000147255,IGSF1,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000147255,IGSF1,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000147255,IGSF1,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000147255,IGSF1,MDS/MPN-U,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000147255,IGSF1,MDS/MPN-U,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000147255,IGSF1,MDS/MPN-U,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000147255,IGSF1,MDS/MPN-U,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000138792,ENPEP,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000138792,ENPEP,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000138792,ENPEP,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000138792,ENPEP,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000138792,ENPEP,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,3
ENSG00000138792,ENPEP,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,4
ENSG00000138792,ENPEP,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,4
ENSG00000138792,ENPEP,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,4
ENSG00000138792,ENPEP,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000139269,INHBE,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000139269,INHBE,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000139269,INHBE,B-NHL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000139269,INHBE,B-NHL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000139269,INHBE,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000139269,INHBE,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000139269,INHBE,MGUS,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000139269,INHBE,MGUS,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000139269,INHBE,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,10
ENSG00000139269,INHBE,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,10
ENSG00000139269,INHBE,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,12
ENSG00000139269,INHBE,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,10
ENSG00000139269,INHBE,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,10
ENSG00000139269,INHBE,MM,"",NB-act,Number of samples predicted when filtering for zScore>6,5
ENSG00000007314,SCN4A,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,2
ENSG00000007314,SCN4A,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,3
ENSG00000007314,SCN4A,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,6
ENSG00000007314,SCN4A,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,3
ENSG00000007314,SCN4A,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,3
ENSG00000041515,MYO16,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000041515,MYO16,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000041515,MYO16,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,3
ENSG00000041515,MYO16,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000041515,MYO16,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,2
ENSG00000041515,MYO16,T-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,8
ENSG00000041515,MYO16,T-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,10
ENSG00000041515,MYO16,T-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,12
ENSG00000041515,MYO16,T-NHL,"",NB-act,Number of samples predicted when filtering for zScore>2,10
ENSG00000041515,MYO16,T-NHL,"",NB-act,Number of samples predicted when filtering for zScore>4,10
ENSG00000162981,LRATD1,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,3
ENSG00000162981,LRATD1,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,3
ENSG00000162981,LRATD1,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,3
ENSG00000162981,LRATD1,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,3
ENSG00000162981,LRATD1,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,3
ENSG00000162981,LRATD1,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000162981,LRATD1,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000162981,LRATD1,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000162981,LRATD1,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000162981,LRATD1,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000162981,LRATD1,Mastocytosis,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000162981,LRATD1,Mastocytosis,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000162981,LRATD1,Mastocytosis,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000162981,LRATD1,Mastocytosis,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000162981,LRATD1,Mastocytosis,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000162981,LRATD1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000187323,DCC,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000187323,DCC,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000187323,DCC,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000187323,DCC,B-NHL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000187323,DCC,B-NHL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000187323,DCC,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,11
ENSG00000187323,DCC,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,15
ENSG00000187323,DCC,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,19
ENSG00000187323,DCC,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,15
ENSG00000187323,DCC,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,15
ENSG00000148935,GAS2,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,3
ENSG00000148935,GAS2,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,4
ENSG00000148935,GAS2,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,5
ENSG00000148935,GAS2,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,4
ENSG00000148935,GAS2,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,3
ENSG00000148935,GAS2,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000148935,GAS2,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000148935,GAS2,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000148935,GAS2,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000148935,GAS2,MDS/MPN-U,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000148935,GAS2,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,2
ENSG00000148935,GAS2,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000148935,GAS2,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000148935,GAS2,MGUS,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000148935,GAS2,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,51
ENSG00000148935,GAS2,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,54
ENSG00000148935,GAS2,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,56
ENSG00000148935,GAS2,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,54
ENSG00000148935,GAS2,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,29
ENSG00000148935,GAS2,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,8
ENSG00000148935,GAS2,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,9
ENSG00000148935,GAS2,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,10
ENSG00000148935,GAS2,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,9
ENSG00000148935,GAS2,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,7
ENSG00000283428,CCDC195,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,3
ENSG00000283428,CCDC195,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,5
ENSG00000283428,CCDC195,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,5
ENSG00000283428,CCDC195,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,5
ENSG00000283428,CCDC195,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,5
ENSG00000283428,CCDC195,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>6,5
ENSG00000283428,CCDC195,MCL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000078900,TP73,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000078900,TP73,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000078900,TP73,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000078900,TP73,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000078900,TP73,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000078900,TP73,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000078900,TP73,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000078900,TP73,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000078900,TP73,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000196376,SLC35F1,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000196376,SLC35F1,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000196376,SLC35F1,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000196376,SLC35F1,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000196376,SLC35F1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,4
ENSG00000196376,SLC35F1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,4
ENSG00000196376,SLC35F1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,5
ENSG00000196376,SLC35F1,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,4
ENSG00000196376,SLC35F1,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,4
ENSG00000196376,SLC35F1,MM,"",NB-act,Number of samples predicted when filtering for zScore>6,3
ENSG00000165105,RASEF,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000165105,RASEF,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000165105,RASEF,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000165105,RASEF,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000165105,RASEF,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,2
ENSG00000165105,RASEF,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>6,1
ENSG00000165105,RASEF,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000165105,RASEF,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000165105,RASEF,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000165105,RASEF,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000165105,RASEF,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000165105,RASEF,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>6,1
ENSG00000188219,POTEE,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,3
ENSG00000188219,POTEE,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,3
ENSG00000188219,POTEE,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,4
ENSG00000188219,POTEE,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,3
ENSG00000188219,POTEE,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,3
ENSG00000188219,POTEE,MM,"",NB-act,Number of samples predicted when filtering for zScore>6,3
ENSG00000189023,MAGEB16,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000189023,MAGEB16,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000189023,MAGEB16,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000189023,MAGEB16,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000189023,MAGEB16,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,2
ENSG00000189023,MAGEB16,MM,"",NB-act,Number of samples predicted when filtering for zScore>6,2
ENSG00000127325,BEST3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,13
ENSG00000127325,BEST3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,18
ENSG00000127325,BEST3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,19
ENSG00000127325,BEST3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,18
ENSG00000127325,BEST3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,18
ENSG00000127325,BEST3,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000127325,BEST3,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000127325,BEST3,B-NHL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000127325,BEST3,B-NHL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000127325,BEST3,B-NHL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000127325,BEST3,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,5
ENSG00000127325,BEST3,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,7
ENSG00000127325,BEST3,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,7
ENSG00000127325,BEST3,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>2,7
ENSG00000127325,BEST3,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>4,7
ENSG00000127325,BEST3,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,2
ENSG00000127325,BEST3,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,3
ENSG00000127325,BEST3,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,3
ENSG00000127325,BEST3,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,3
ENSG00000127325,BEST3,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,3
ENSG00000183461,XAGE1C,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,44
ENSG00000183461,XAGE1C,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,46
ENSG00000183461,XAGE1C,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,48
ENSG00000183461,XAGE1C,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,46
ENSG00000183461,XAGE1C,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,42
ENSG00000183461,XAGE1C,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000183461,XAGE1C,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,26
ENSG00000183461,XAGE1C,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,29
ENSG00000183461,XAGE1C,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,32
ENSG00000183461,XAGE1C,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,29
ENSG00000183461,XAGE1C,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,11
ENSG00000131969,ABHD12B,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000131969,ABHD12B,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000131969,ABHD12B,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000131969,ABHD12B,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000131969,ABHD12B,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,7
ENSG00000131969,ABHD12B,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,11
ENSG00000131969,ABHD12B,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,13
ENSG00000131969,ABHD12B,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,11
ENSG00000131969,ABHD12B,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,11
ENSG00000131969,ABHD12B,CLPD-NK,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000131969,ABHD12B,CLPD-NK,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000131969,ABHD12B,CLPD-NK,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000131969,ABHD12B,CLPD-NK,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000131969,ABHD12B,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,2
ENSG00000131969,ABHD12B,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000131969,ABHD12B,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000131969,ABHD12B,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000131969,ABHD12B,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,2
ENSG00000160145,KALRN,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000160145,KALRN,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000160145,KALRN,HGBL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000160145,KALRN,HGBL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000160145,KALRN,MPN,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000160145,KALRN,MPN,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000160145,KALRN,MPN,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000160145,KALRN,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000160862,AZGP1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,54
ENSG00000160862,AZGP1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,60
ENSG00000160862,AZGP1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,62
ENSG00000160862,AZGP1,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,60
ENSG00000160862,AZGP1,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,56
ENSG00000160862,AZGP1,MM,"",NB-act,Number of samples predicted when filtering for zScore>6,8
ENSG00000150051,MKX,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000150051,MKX,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000150051,MKX,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000150051,MKX,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000150051,MKX,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000150051,MKX,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000150051,MKX,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000150051,MKX,MGUS,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000150051,MKX,MGUS,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000150051,MKX,MGUS,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000150051,MKX,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,18
ENSG00000150051,MKX,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,25
ENSG00000150051,MKX,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,34
ENSG00000150051,MKX,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,25
ENSG00000150051,MKX,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,25
ENSG00000162267,ITIH3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000162267,ITIH3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000162267,ITIH3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,6
ENSG00000162267,ITIH3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000162267,ITIH3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,2
ENSG00000162267,ITIH3,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>6,2
ENSG00000152592,DMP1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,2
ENSG00000152592,DMP1,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,2
ENSG00000152592,DMP1,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,2
ENSG00000152592,DMP1,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,2
ENSG00000152592,DMP1,MM,"",NB-act,Number of samples predicted when filtering for zScore>6,2
ENSG00000116833,NR5A2,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000116833,NR5A2,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000116833,NR5A2,AML,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000116833,NR5A2,AML,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000116833,NR5A2,AML,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000116833,NR5A2,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,4
ENSG00000116833,NR5A2,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,5
ENSG00000116833,NR5A2,BCP-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,7
ENSG00000116833,NR5A2,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,5
ENSG00000116833,NR5A2,BCP-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,5
ENSG00000116833,NR5A2,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000116833,NR5A2,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000116833,NR5A2,MM,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000116833,NR5A2,MM,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000116833,NR5A2,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
ENSG00000116833,NR5A2,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.05 and zScore>0,1
ENSG00000116833,NR5A2,T-ALL,"",NB-act,Number of samples predicted when filtering for padjust<0.1 and zScore>0,1
ENSG00000116833,NR5A2,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>2,1
ENSG00000116833,NR5A2,T-ALL,"",NB-act,Number of samples predicted when filtering for zScore>4,1
ENSG00000168062,BATF2,MM,"",NB-act,Number of samples predicted when filtering for padjust<0.01 and zScore>0,1
